Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
Slc4a8	current symbol	MGI:1928745	Slc4a8	solute carrier family 4 (anion exchanger), member 8	protein coding gene	ENSMUSG00000023032	59033
Slc52a2	current symbol	MGI:1289288	Slc52a2	solute carrier protein 52, member 2	protein coding gene	ENSMUSG00000022560	52710
Slc6a1	current symbol	MGI:95627	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	protein coding gene	ENSMUSG00000030310	232333
Slc6a11	current symbol	MGI:95630	Slc6a11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	protein coding gene	ENSMUSG00000030307	243616
Slc6a7	current symbol	MGI:2147363	Slc6a7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	protein coding gene	ENSMUSG00000052026	240332
Slc7a3	current symbol	MGI:1100521	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	protein coding gene	ENSMUSG00000031297	11989
Slc7a5	current symbol	MGI:1298205	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	protein coding gene	ENSMUSG00000040010	20539
Slc7a8	current symbol	MGI:1355323	Slc7a8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	protein coding gene	ENSMUSG00000022180	50934
Slc8a2	current symbol	MGI:107996	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	protein coding gene	ENSMUSG00000030376	110891
Slc9a3r1	current symbol	MGI:1349482	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	protein coding gene	ENSMUSG00000020733	26941
Slc9a5	current symbol	MGI:2685542	Slc9a5	solute carrier family 9 (sodium/hydrogen exchanger), member 5	protein coding gene	ENSMUSG00000014786	277973
Slc9a9	current symbol	MGI:2679732	Slc9a9	solute carrier family 9 (sodium/hydrogen exchanger), member 9	protein coding gene	ENSMUSG00000031129	331004
Slco1c1	current symbol	MGI:1889679	Slco1c1	solute carrier organic anion transporter family, member 1c1	protein coding gene	ENSMUSG00000030235	58807
Slco5a1	current symbol	MGI:2443431	Slco5a1	solute carrier organic anion transporter family, member 5A1	protein coding gene	ENSMUSG00000025938	240726
Slf1	current symbol	MGI:2145448	Slf1	SMC5-SMC6 complex localization factor 1	protein coding gene	ENSMUSG00000021597	105377
Slit1	current symbol	MGI:1315203	Slit1	slit guidance ligand 1	protein coding gene	ENSMUSG00000025020	20562
Smad3	current symbol	MGI:1201674	Smad3	SMAD family member 3	protein coding gene	ENSMUSG00000032402	17127
Smoc1	current symbol	MGI:1929878	Smoc1	SPARC related  modular calcium binding 1	protein coding gene	ENSMUSG00000021136	64075
Smoc2	current symbol	MGI:1929881	Smoc2	SPARC related modular calcium binding 2	protein coding gene	ENSMUSG00000023886	64074
Smpd3	current symbol	MGI:1927578	Smpd3	sphingomyelin phosphodiesterase 3, neutral	protein coding gene	ENSMUSG00000031906	58994
Smurf2	current symbol	MGI:1913563	Smurf2	SMAD specific E3 ubiquitin protein ligase 2	protein coding gene	ENSMUSG00000018363	66313
Snta1	current symbol	MGI:101772	Snta1	syntrophin, acidic 1	protein coding gene	ENSMUSG00000027488	20648
Snx30	current symbol	MGI:2443882	Snx30	sorting nexin family member 30	protein coding gene	ENSMUSG00000028385	209131
Snx7	current symbol	MGI:1923811	Snx7	sorting nexin 7	protein coding gene	ENSMUSG00000028007	76561
Soat1	current symbol	MGI:104665	Soat1	sterol O-acyltransferase 1	protein coding gene	ENSMUSG00000026600	20652
Socs2	current symbol	MGI:1201787	Socs2	suppressor of cytokine signaling 2	protein coding gene	ENSMUSG00000020027	216233
Sorbs1	current symbol	MGI:700014	Sorbs1	sorbin and SH3 domain containing 1	protein coding gene	ENSMUSG00000025006	20411
Sorcs1	current symbol	MGI:1929666	Sorcs1	sortilin-related VPS10 domain containing receptor 1	protein coding gene	ENSMUSG00000043531	58178
Sorcs2	current symbol	MGI:1932289	Sorcs2	sortilin-related VPS10 domain containing receptor 2	protein coding gene	ENSMUSG00000029093	81840
Sorcs3	current symbol	MGI:1913923	Sorcs3	sortilin-related VPS10 domain containing receptor 3	protein coding gene	ENSMUSG00000063434	66673
Sos1	current symbol	MGI:98354	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein coding gene	ENSMUSG00000024241	20662
Sowaha	current symbol	MGI:2687280	Sowaha	sosondowah ankyrin repeat domain family member A	protein coding gene	ENSMUSG00000044352	237761
Sox1ot	current symbol	MGI:3645522	Sox1ot	Sox1 overlapping transcript	sense overlapping lncRNA gene	ENSMUSG00000047935	434280
Sparcl1	current symbol	MGI:108110	Sparcl1	SPARC-like 1	protein coding gene	ENSMUSG00000029309	13602
Spata2l	current symbol	MGI:1926029	Spata2l	spermatogenesis associated 2-like	protein coding gene	ENSMUSG00000033594	78779
Spats2l	current symbol	MGI:1914448	Spats2l	spermatogenesis associated, serine-rich 2-like	protein coding gene	ENSMUSG00000038305	67198
Spcs3	current symbol	MGI:1923937	Spcs3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	protein coding gene	ENSMUSG00000054408	76687
Sphkap	current symbol	MGI:1924879	Sphkap	SPHK1 interactor, AKAP domain containing	protein coding gene	ENSMUSG00000026163	77629
Spon1	current symbol	MGI:2385287	Spon1	spondin 1, (f-spondin) extracellular matrix protein	protein coding gene	ENSMUSG00000038156	233744
Sprn	current symbol	MGI:3582583	Sprn	shadow of prion protein	protein coding gene	ENSMUSG00000045733	212518
Spsb4	current symbol	MGI:2183445	Spsb4	splA/ryanodine receptor domain and SOCS box containing 4	protein coding gene	ENSMUSG00000046997	211949
Sra1	current symbol	MGI:1344414	Sra1	steroid receptor RNA activator 1	protein coding gene	ENSMUSG00000006050	24068
Srl	current symbol	MGI:2146620	Srl	sarcalumenin	protein coding gene	ENSMUSG00000022519	106393
Ssbp2	current symbol	MGI:1914220	Ssbp2	single-stranded DNA binding protein 2	protein coding gene	ENSMUSG00000003992	66970
Ssbp3	current symbol	MGI:1919725	Ssbp3	single-stranded DNA binding protein 3	protein coding gene	ENSMUSG00000061887	72475
Ssc5d	current symbol	MGI:3606211	Ssc5d	scavenger receptor cysteine rich family, 5 domains	protein coding gene	ENSMUSG00000035279	269855
Sspn	current symbol	MGI:1353511	Sspn	sarcospan	protein coding gene	ENSMUSG00000030255	16651
Sstr2	current symbol	MGI:98328	Sstr2	somatostatin receptor 2	protein coding gene	ENSMUSG00000047904	20606
Sstr4	current symbol	MGI:105372	Sstr4	somatostatin receptor 4	protein coding gene	ENSMUSG00000037014	20608
St3gal1	current symbol	MGI:98304	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein coding gene	ENSMUSG00000013846	20442
St8sia2	current symbol	MGI:106020	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	protein coding gene	ENSMUSG00000025789	20450
St8sia4	current symbol	MGI:106018	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	protein coding gene	ENSMUSG00000040710	20452
St8sia5	current symbol	MGI:109243	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	protein coding gene	ENSMUSG00000025425	225742
Stac	current symbol	MGI:1201400	Stac	src homology three (SH3) and cysteine rich domain	protein coding gene	ENSMUSG00000032502	20840
Stac2	current symbol	MGI:2144518	Stac2	SH3 and cysteine rich domain 2	protein coding gene	ENSMUSG00000017400	217154
Stard4	current symbol	MGI:2156764	Stard4	StAR-related lipid transfer (START) domain containing 4	protein coding gene	ENSMUSG00000024378	170459
Stard5	current symbol	MGI:2156765	Stard5	StAR-related lipid transfer (START) domain containing 5	protein coding gene	ENSMUSG00000046027	170460
Stard7	current symbol	MGI:2139090	Stard7	START domain containing 7	protein coding gene	ENSMUSG00000027367	99138
Stat5b	current symbol	MGI:103035	Stat5b	signal transducer and activator of transcription 5B	protein coding gene	ENSMUSG00000020919	20851
Stat6	current symbol	MGI:103034	Stat6	signal transducer and activator of transcription 6	protein coding gene	ENSMUSG00000002147	20852
Stc1	current symbol	MGI:109131	Stc1	stanniocalcin 1	protein coding gene	ENSMUSG00000014813	20855
Stc2	current symbol	MGI:1316731	Stc2	stanniocalcin 2	protein coding gene	ENSMUSG00000020303	20856
Stk32b	current symbol	MGI:1927552	Stk32b	serine/threonine kinase 32B	protein coding gene	ENSMUSG00000029123	64293
Stradb	current symbol	MGI:2144047	Stradb	STE20-related kinase adaptor beta	protein coding gene	ENSMUSG00000026027	227154
Stum	current symbol	MGI:2138735	Stum	mechanosensory transduction mediator	protein coding gene	ENSMUSG00000053963	381310
Suclg2	current symbol	MGI:1306824	Suclg2	succinate-Coenzyme A ligase, GDP-forming, beta subunit	protein coding gene	ENSMUSG00000061838	20917
Susd1	current symbol	MGI:3651543	Susd1	sushi domain containing 1	protein coding gene	ENSMUSG00000038578	634731
Susd4	current symbol	MGI:2138351	Susd4	sushi domain containing 4	protein coding gene	ENSMUSG00000038576	96935
Sv2a	current symbol	MGI:1927139	Sv2a	synaptic vesicle glycoprotein 2 a	protein coding gene	ENSMUSG00000038486	64051
Svil	current symbol	MGI:2147319	Svil	supervillin	protein coding gene	ENSMUSG00000024236	225115
Syce2	current symbol	MGI:1919096	Syce2	synaptonemal complex central element protein 2	protein coding gene	ENSMUSG00000003824	71846
Syn2	current symbol	MGI:103020	Syn2	synapsin II	protein coding gene	ENSMUSG00000009394	20965
Syndig1	current symbol	MGI:3702158	Syndig1	synapse differentiation inducing 1	protein coding gene	ENSMUSG00000074736	433485
Synm	current symbol	MGI:2661187	Synm	synemin, intermediate filament protein	protein coding gene	ENSMUSG00000030554	233335
Synpr	current symbol	MGI:1919253	Synpr	synaptoporin	protein coding gene	ENSMUSG00000056296	72003
Syt1	current symbol	MGI:99667	Syt1	synaptotagmin I	protein coding gene	ENSMUSG00000035864	20979
Syt10	current symbol	MGI:1859546	Syt10	synaptotagmin X	protein coding gene	ENSMUSG00000063260	54526
Syt13	current symbol	MGI:1933945	Syt13	synaptotagmin XIII	protein coding gene	ENSMUSG00000027220	80976
Syt17	current symbol	MGI:104966	Syt17	synaptotagmin XVII	protein coding gene	ENSMUSG00000058420	110058
Syt3	current symbol	MGI:99665	Syt3	synaptotagmin III	protein coding gene	ENSMUSG00000030731	20981
Sytl2	current symbol	MGI:1933366	Sytl2	synaptotagmin-like 2	protein coding gene	ENSMUSG00000030616	83671
Tab2	current symbol	MGI:1915902	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	protein coding gene	ENSMUSG00000015755	68652
Tac2	current symbol	MGI:98476	Tac2	tachykinin 2	protein coding gene	ENSMUSG00000025400	21334
Tacr1	current symbol	MGI:98475	Tacr1	tachykinin receptor 1	protein coding gene	ENSMUSG00000030043	21336
Tacr3	current symbol	MGI:892968	Tacr3	tachykinin receptor 3	protein coding gene	ENSMUSG00000028172	21338
Taf6	current symbol	MGI:109129	Taf6	TATA-box binding protein associated factor 6	protein coding gene	ENSMUSG00000036980	21343
Taf9b	current symbol	MGI:3039562	Taf9b	TATA-box binding protein associated factor 9B	protein coding gene	ENSMUSG00000047242	407786
Tbc1d5	current symbol	MGI:1919488	Tbc1d5	TBC1 domain family, member 5	protein coding gene	ENSMUSG00000023923	72238
Tbck	current symbol	MGI:2445052	Tbck	TBC1 domain containing kinase	protein coding gene	ENSMUSG00000028030	271981
Tcerg1l	current symbol	MGI:1917821	Tcerg1l	transcription elongation regulator 1-like	protein coding gene	ENSMUSG00000091002	70571
Tcf24	current symbol	MGI:3780500	Tcf24	transcription factor 24	protein coding gene	ENSMUSG00000099032	100039596
Tcfl5	current symbol	MGI:2672878	Tcfl5	transcription factor-like 5 (basic helix-loop-helix)	protein coding gene	ENSMUSG00000038932	277353
Tdrd12	current symbol	MGI:1919231	Tdrd12	tudor domain containing 12	protein coding gene	ENSMUSG00000030491	71981
Tdrd7	current symbol	MGI:2140279	Tdrd7	tudor domain containing 7	protein coding gene	ENSMUSG00000035517	100121
Tec	current symbol	MGI:98662	Tec	tec protein tyrosine kinase	protein coding gene	ENSMUSG00000029217	21682
Tef	current symbol	MGI:98663	Tef	thyrotroph embryonic factor	protein coding gene	ENSMUSG00000022389	21685
Tent2	current symbol	MGI:2140950	Tent2	terminal nucleotidyltransferase 2	protein coding gene	ENSMUSG00000042167	100715
Tes	current symbol	MGI:105081	Tes	testin LIM domain protein	protein coding gene	ENSMUSG00000029552	21753
Tgfb2	current symbol	MGI:98726	Tgfb2	transforming growth factor, beta 2	protein coding gene	ENSMUSG00000039239	21808
Tgfb3	current symbol	MGI:98727	Tgfb3	transforming growth factor, beta 3	protein coding gene	ENSMUSG00000021253	21809
Thap4	current symbol	MGI:1914276	Thap4	THAP domain containing 4	protein coding gene	ENSMUSG00000026279	67026
Thbd	current symbol	MGI:98736	Thbd	thrombomodulin	protein coding gene	ENSMUSG00000074743	21824
Them4	current symbol	MGI:1923028	Them4	thioesterase superfamily member 4	protein coding gene	ENSMUSG00000028145	75778
Thrsp	current symbol	MGI:109126	Thrsp	thyroid hormone responsive	protein coding gene	ENSMUSG00000035686	21835
Thsd7b	current symbol	MGI:2443925	Thsd7b	thrombospondin, type I, domain containing 7B	protein coding gene	ENSMUSG00000042581	210417
Tifa	current symbol	MGI:2182965	Tifa	TRAF-interacting protein with forkhead-associated domain	protein coding gene	ENSMUSG00000046688	211550
Timp2	current symbol	MGI:98753	Timp2	tissue inhibitor of metalloproteinase 2	protein coding gene	ENSMUSG00000017466	21858
Timp3	current symbol	MGI:98754	Timp3	tissue inhibitor of metalloproteinase 3	protein coding gene	ENSMUSG00000020044	21859
Timp4	current symbol	MGI:109125	Timp4	tissue inhibitor of metalloproteinase 4	protein coding gene	ENSMUSG00000030317	110595
Tle1	current symbol	MGI:104636	Tle1	transducin-like enhancer of split 1	protein coding gene	ENSMUSG00000008305	21885
Tlr3	current symbol	MGI:2156367	Tlr3	toll-like receptor 3	protein coding gene	ENSMUSG00000031639	142980
Tm6sf1	current symbol	MGI:1933209	Tm6sf1	transmembrane 6 superfamily member 1	protein coding gene	ENSMUSG00000038623	107769
Tm9sf3	current symbol	MGI:1914262	Tm9sf3	transmembrane 9 superfamily member 3	protein coding gene	ENSMUSG00000025016	107358
Tma7	current symbol	MGI:1913417	Tma7	translational machinery associated 7	protein coding gene	ENSMUSG00000091537	66167
Tmco1	current symbol	MGI:1921173	Tmco1	transmembrane and coiled-coil domains 1	protein coding gene	ENSMUSG00000052428	68944
Tmem104	current symbol	MGI:2444222	Tmem104	transmembrane protein 104	protein coding gene	ENSMUSG00000045980	320534
Tmem108	current symbol	MGI:1932411	Tmem108	transmembrane protein 108	protein coding gene	ENSMUSG00000042757	81907
Tmem123	current symbol	MGI:1919179	Tmem123	transmembrane protein 123	protein coding gene	ENSMUSG00000050912	71929
Tmem132b	current symbol	MGI:3609245	Tmem132b	transmembrane protein 132B	protein coding gene	ENSMUSG00000070498	208151
Tmem132e	current symbol	MGI:2685490	Tmem132e	transmembrane protein 132E	protein coding gene	ENSMUSG00000020701	270893
Tmem145	current symbol	MGI:3607779	Tmem145	transmembrane protein 145	protein coding gene	ENSMUSG00000043843	330485
Tmem159	current symbol	MGI:1925752	Tmem159	transmembrane protein 159	protein coding gene	ENSMUSG00000030917	233806
Tmem163	current symbol	MGI:1919410	Tmem163	transmembrane protein 163	protein coding gene	ENSMUSG00000026347	72160
Tmem168	current symbol	MGI:1921794	Tmem168	transmembrane protein 168	protein coding gene	ENSMUSG00000029569	101118
Tmem169	current symbol	MGI:2442781	Tmem169	transmembrane protein 169	protein coding gene	ENSMUSG00000026188	271711
Tmem176a	current symbol	MGI:1913308	Tmem176a	transmembrane protein 176A	protein coding gene	ENSMUSG00000023367	66058
Tmem179	current symbol	MGI:2144891	Tmem179	transmembrane protein 179	protein coding gene	ENSMUSG00000054013	104885
Tmem229a	current symbol	MGI:2442812	Tmem229a	transmembrane protein 229A	protein coding gene	ENSMUSG00000048022	319832
Tmem231	current symbol	MGI:2685024	Tmem231	transmembrane protein 231	protein coding gene	ENSMUSG00000031951	234740
Tmem237	current symbol	MGI:2138365	Tmem237	transmembrane protein 237	protein coding gene	ENSMUSG00000038079	381259
Tmem25	current symbol	MGI:1918937	Tmem25	transmembrane protein 25	protein coding gene	ENSMUSG00000002032	71687
Tmem266	current symbol	MGI:2142980	Tmem266	transmembrane protein 266	protein coding gene	ENSMUSG00000032313	244886
Tmem28	current symbol	MGI:3648377	Tmem28	transmembrane protein 28	protein coding gene	ENSMUSG00000071719	620592
Tmem35a	current symbol	MGI:1914814	Tmem35a	transmembrane protein 35A	protein coding gene	ENSMUSG00000033578	67564
Tmem39b	current symbol	MGI:2682939	Tmem39b	transmembrane protein 39b	protein coding gene	ENSMUSG00000053730	230770
Tmem41a	current symbol	MGI:1913914	Tmem41a	transmembrane protein 41a	protein coding gene	ENSMUSG00000022856	66664
Tmem41b	current symbol	MGI:1289225	Tmem41b	transmembrane protein 41B	protein coding gene	ENSMUSG00000047554	233724
Tmem65	current symbol	MGI:1922118	Tmem65	transmembrane protein 65	protein coding gene	ENSMUSG00000062373	74868
Tmem87b	current symbol	MGI:1919727	Tmem87b	transmembrane protein 87B	protein coding gene	ENSMUSG00000014353	72477
Tmem97	current symbol	MGI:1916321	Tmem97	transmembrane protein 97	protein coding gene	ENSMUSG00000037278	69071
Tmie	current symbol	MGI:2159400	Tmie	transmembrane inner ear	protein coding gene	ENSMUSG00000049555	20776
Tmod1	current symbol	MGI:98775	Tmod1	tropomodulin 1	protein coding gene	ENSMUSG00000028328	21916
Tmx1	current symbol	MGI:1919986	Tmx1	thioredoxin-related transmembrane protein 1	protein coding gene	ENSMUSG00000021072	72736
Tnc	current symbol	MGI:101922	Tnc	tenascin C	protein coding gene	ENSMUSG00000028364	21923
Tnfaip8	current symbol	MGI:2147191	Tnfaip8	tumor necrosis factor, alpha-induced protein 8	protein coding gene	ENSMUSG00000062210	106869
Tnfaip8l1	current symbol	MGI:1913693	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1	protein coding gene	ENSMUSG00000044469	66443
Tnfrsf19	current symbol	MGI:1352474	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	protein coding gene	ENSMUSG00000060548	29820
Tnfrsf21	current symbol	MGI:2151075	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	protein coding gene	ENSMUSG00000023915	94185
Tnik	current symbol	MGI:1916264	Tnik	TRAF2 and NCK interacting kinase	protein coding gene	ENSMUSG00000027692	665113
Tnn	current symbol	MGI:2665790	Tnn	tenascin N	protein coding gene	ENSMUSG00000026725	329278
Tox2	current symbol	MGI:3611233	Tox2	TOX high mobility group box family member 2	protein coding gene	ENSMUSG00000074607	269389
Tpcn1	current symbol	MGI:2182472	Tpcn1	two pore channel 1	protein coding gene	ENSMUSG00000032741	252972
Tpd52	current symbol	MGI:107749	Tpd52	tumor protein D52	protein coding gene	ENSMUSG00000027506	21985
Tpm1	current symbol	MGI:98809	Tpm1	tropomyosin 1, alpha	protein coding gene	ENSMUSG00000032366	22003
Tppp	current symbol	MGI:1920198	Tppp	tubulin polymerization promoting protein	protein coding gene	ENSMUSG00000021573	72948
Tppp3	current symbol	MGI:1915221	Tppp3	tubulin polymerization-promoting protein family member 3	protein coding gene	ENSMUSG00000014846	67971
Trabd2b	current symbol	MGI:3650152	Trabd2b	TraB domain containing 2B	protein coding gene	ENSMUSG00000070867	666048
Trhr	current symbol	MGI:98824	Trhr	thyrotropin releasing hormone receptor	protein coding gene	ENSMUSG00000038760	22045
Trib2	current symbol	MGI:2145021	Trib2	tribbles pseudokinase 2	protein coding gene	ENSMUSG00000020601	217410
Trib3	current symbol	MGI:1345675	Trib3	tribbles pseudokinase 3	protein coding gene	ENSMUSG00000032715	228775
Tril	current symbol	MGI:1914123	Tril	TLR4 interactor with leucine-rich repeats	protein coding gene	ENSMUSG00000043496	66873
Trim26	current symbol	MGI:1337056	Trim26	tripartite motif-containing 26	protein coding gene	ENSMUSG00000024457	22670
Trim62	current symbol	MGI:1914775	Trim62	tripartite motif-containing 62	protein coding gene	ENSMUSG00000041000	67525
Trim67	current symbol	MGI:3045323	Trim67	tripartite motif-containing 67	protein coding gene	ENSMUSG00000036913	330863
Tro	current symbol	MGI:1928994	Tro	trophinin	protein coding gene	ENSMUSG00000025272	56191
Trp53i11	current symbol	MGI:2670995	Trp53i11	transformation related protein 53 inducible protein 11	protein coding gene	ENSMUSG00000068735	277414
Tsc22d4	current symbol	MGI:1926079	Tsc22d4	TSC22 domain family, member 4	protein coding gene	ENSMUSG00000029723	78829
Tshz2	current symbol	MGI:2153084	Tshz2	teashirt zinc finger family member 2	protein coding gene	ENSMUSG00000047907	228911
Tshz3	current symbol	MGI:2442819	Tshz3	teashirt zinc finger family member 3	protein coding gene	ENSMUSG00000021217	243931
Tspan14	current symbol	MGI:1196325	Tspan14	tetraspanin 14	protein coding gene	ENSMUSG00000037824	52588
Tspan17	current symbol	MGI:1921507	Tspan17	tetraspanin 17	protein coding gene	ENSMUSG00000025875	74257
Tspan5	current symbol	MGI:1928096	Tspan5	tetraspanin 5	protein coding gene	ENSMUSG00000028152	56224
Ttc34	current symbol	MGI:2445205	Ttc34	tetratricopeptide repeat domain 34	protein coding gene	ENSMUSG00000046637	242800
Ttl	current symbol	MGI:1916987	Ttl	tubulin tyrosine ligase	protein coding gene	ENSMUSG00000027394	69737
Tubg2	current symbol	MGI:2144208	Tubg2	tubulin, gamma 2	protein coding gene	ENSMUSG00000045007	103768
Tunar	current symbol	MGI:1917202	Tunar	Tcl1 upstream neural differentiation associated RNA	lncRNA gene	ENSMUSG00000097929	69952
Txndc11	current symbol	MGI:1923620	Txndc11	thioredoxin domain containing 11	protein coding gene	ENSMUSG00000022498	106200
Txnrd3	current symbol	MGI:2386711	Txnrd3	thioredoxin reductase 3	protein coding gene	ENSMUSG00000000811	232223
Uba3	current symbol	MGI:1341217	Uba3	ubiquitin-like modifier activating enzyme 3	protein coding gene	ENSMUSG00000030061	22200
Ubash3b	current symbol	MGI:1920078	Ubash3b	ubiquitin associated and SH3 domain containing, B	protein coding gene	ENSMUSG00000032020	72828
Ube2e3	current symbol	MGI:107412	Ube2e3	ubiquitin-conjugating enzyme E2E 3	protein coding gene	ENSMUSG00000027011	22193
Ublcp1	current symbol	MGI:1933105	Ublcp1	ubiquitin-like domain containing CTD phosphatase 1	protein coding gene	ENSMUSG00000041231	79560
Ubr4	current symbol	MGI:1916366	Ubr4	ubiquitin protein ligase E3 component n-recognin 4	protein coding gene	ENSMUSG00000066036	69116
Ucp2	current symbol	MGI:109354	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	protein coding gene	ENSMUSG00000033685	22228
Umad1	current symbol	MGI:3840148	Umad1	UMAP1-MVP12 associated (UMA) domain containing 1	protein coding gene	ENSMUSG00000089862	100036521
Unc119b	current symbol	MGI:2147162	Unc119b	unc-119 lipid binding chaperone B	protein coding gene	ENSMUSG00000046562	106840
Unc5a	current symbol	MGI:894682	Unc5a	unc-5 netrin receptor A	protein coding gene	ENSMUSG00000025876	107448
Unc5b	current symbol	MGI:894703	Unc5b	unc-5 netrin receptor B	protein coding gene	ENSMUSG00000020099	107449
Unc5d	current symbol	MGI:2389364	Unc5d	unc-5 netrin receptor D	protein coding gene	ENSMUSG00000063626	210801
Unc80	current symbol	MGI:2652882	Unc80	unc-80, NALCN activator	protein coding gene	ENSMUSG00000055567	329178
Usp11	current symbol	MGI:2384312	Usp11	ubiquitin specific peptidase 11	protein coding gene	ENSMUSG00000031066	236733
Usp13	current symbol	MGI:1919857	Usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)	protein coding gene	ENSMUSG00000056900	72607
Usp27x	current symbol	MGI:1859645	Usp27x	ubiquitin specific peptidase 27, X chromosome	protein coding gene	ENSMUSG00000046269	54651
Usp28	current symbol	MGI:2442293	Usp28	ubiquitin specific peptidase 28	protein coding gene	ENSMUSG00000032267	235323
Usp5	current symbol	MGI:1347343	Usp5	ubiquitin specific peptidase 5 (isopeptidase T)	protein coding gene	ENSMUSG00000038429	22225
Utrn	current symbol	MGI:104631	Utrn	utrophin	protein coding gene	ENSMUSG00000019820	22288
Vac14	current symbol	MGI:2157980	Vac14	Vac14 homolog (S. cerevisiae)	protein coding gene	ENSMUSG00000010936	234729
Vars	current symbol	MGI:90675	Vars	valyl-tRNA synthetase	protein coding gene	ENSMUSG00000007029	22321
Vegfa	current symbol	MGI:103178	Vegfa	vascular endothelial growth factor A	protein coding gene	ENSMUSG00000023951	22339
Vegfb	current symbol	MGI:106199	Vegfb	vascular endothelial growth factor B	protein coding gene	ENSMUSG00000024962	22340
Vegfd	current symbol	MGI:108037	Vegfd	vascular endothelial growth factor D	protein coding gene	ENSMUSG00000031380	14205
Vgf	current symbol	MGI:1343180	Vgf	VGF nerve growth factor inducible	protein coding gene	ENSMUSG00000037428	381677
Vipr1	current symbol	MGI:109272	Vipr1	vasoactive intestinal peptide receptor 1	protein coding gene	ENSMUSG00000032528	22354
Vps13a	current symbol	MGI:2444304	Vps13a	vacuolar protein sorting 13A	protein coding gene	ENSMUSG00000046230	271564
Vps26b	current symbol	MGI:1917656	Vps26b	VPS26 retromer complex component B	protein coding gene	ENSMUSG00000031988	69091
Vps26c	current symbol	MGI:1206040	Vps26c	VPS26 endosomal protein sorting factor C	protein coding gene	ENSMUSG00000022898	13185
Vps37a	current symbol	MGI:1261835	Vps37a	vacuolar protein sorting 37A	protein coding gene	ENSMUSG00000031600	52348
Vps37c	current symbol	MGI:2147661	Vps37c	vacuolar protein sorting 37C	protein coding gene	ENSMUSG00000048832	107305
Vsnl1	current symbol	MGI:1349453	Vsnl1	visinin-like 1	protein coding gene	ENSMUSG00000054459	26950
Vstm2a	current symbol	MGI:2384826	Vstm2a	V-set and transmembrane domain containing 2A	protein coding gene	ENSMUSG00000048834	211739
Vstm2b	current symbol	MGI:1914525	Vstm2b	V-set and transmembrane domain containing 2B	protein coding gene	ENSMUSG00000039257	58188
Vwa5b1	current symbol	MGI:1922968	Vwa5b1	von Willebrand factor A domain containing 5B1	protein coding gene	ENSMUSG00000028753	75718
Vxn	current symbol	MGI:1924232	Vxn	vexin	protein coding gene	ENSMUSG00000067879	76982
Wasf3	current symbol	MGI:2658986	Wasf3	WASP family, member 3	protein coding gene	ENSMUSG00000029636	245880
Wdr6	current symbol	MGI:1930140	Wdr6	WD repeat domain 6	protein coding gene	ENSMUSG00000066357	83669
Wdr78		No associated gene					
Wfs1	current symbol	MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	protein coding gene	ENSMUSG00000039474	22393
Wipf2	current symbol	MGI:1924462	Wipf2	WAS/WASL interacting protein family, member 2	protein coding gene	ENSMUSG00000038013	68524
Wipf3	current symbol	MGI:3044681	Wipf3	WAS/WASL interacting protein family, member 3	protein coding gene	ENSMUSG00000086040	330319
Wiz	current symbol	MGI:1332638	Wiz	widely-interspaced zinc finger motifs	protein coding gene	ENSMUSG00000024050	22404
Wnk1	current symbol	MGI:2442092	Wnk1	WNK lysine deficient protein kinase 1	protein coding gene	ENSMUSG00000045962	232341
Wnk2	current symbol	MGI:1922857	Wnk2	WNK lysine deficient protein kinase 2	protein coding gene	ENSMUSG00000037989	75607
Wnt4	current symbol	MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	protein coding gene	ENSMUSG00000036856	22417
Wnt9a	current symbol	MGI:2446084	Wnt9a	wingless-type MMTV integration site family, member 9A	protein coding gene	ENSMUSG00000000126	216795
Wsb2	current symbol	MGI:2144041	Wsb2	WD repeat and SOCS box-containing 2	protein coding gene	ENSMUSG00000029364	59043
